vel_start,dom_ratio,punch_cd,ew_hook,up_vel,wf1,acc,fp
0.02,1.1,10,0.35,0.12,0.4019,0.3871,21
0.02,1.1,10,0.35,0.14,0.4019,0.3871,21
0.025,1.05,6,0.35,0.11,0.4018,0.4086,28
0.025,1.05,6,0.35,0.12,0.4018,0.4086,28
0.025,1.05,6,0.35,0.14,0.4018,0.4086,28
0.025,1.1,10,0.26,0.09,0.4018,0.3871,16
0.025,1.1,10,0.26,0.11,0.4018,0.3871,16
0.025,1.1,10,0.26,0.12,0.4018,0.3871,16
0.025,1.1,10,0.26,0.14,0.4018,0.3871,16
0.025,1.1,10,0.35,0.11,0.4015,0.3871,17
0.025,1.1,10,0.35,0.12,0.4015,0.3871,17
0.025,1.1,10,0.35,0.14,0.4015,0.3871,17
0.025,1.1,6,0.35,0.09,0.4014,0.4086,27
0.02,1.0,8,0.26,0.14,0.4009,0.4086,32
0.02,1.1,6,0.3,0.09,0.4009,0.3978,34
0.02,1.1,6,0.3,0.11,0.4009,0.3978,34
0.02,1.1,6,0.3,0.12,0.4009,0.3978,34
0.02,1.1,6,0.3,0.14,0.4009,0.3978,34
0.02,1.15,6,0.3,0.09,0.4009,0.3978,33
0.02,1.15,6,0.3,0.11,0.4009,0.3978,33
0.02,1.15,6,0.3,0.12,0.4009,0.3978,33
0.02,1.15,6,0.3,0.14,0.4009,0.3978,33
0.025,1.1,10,0.28,0.09,0.4004,0.3871,16
0.025,1.1,10,0.28,0.11,0.4004,0.3871,16
0.025,1.1,10,0.28,0.12,0.4004,0.3871,16
0.025,1.1,10,0.28,0.14,0.4004,0.3871,16
0.025,1.1,10,0.3,0.09,0.4004,0.3871,16
0.025,1.1,10,0.3,0.11,0.4004,0.3871,16
0.025,1.1,10,0.3,0.12,0.4004,0.3871,16
0.025,1.1,10,0.3,0.14,0.4004,0.3871,16
0.025,1.1,10,0.32,0.09,0.4004,0.3871,16
0.025,1.1,10,0.32,0.11,0.4004,0.3871,16
0.025,1.1,10,0.32,0.12,0.4004,0.3871,16
0.025,1.1,10,0.32,0.14,0.4004,0.3871,16
0.02,1.1,10,0.26,0.09,0.4003,0.3871,20
0.02,1.1,10,0.26,0.11,0.4003,0.3871,20
0.02,1.1,10,0.26,0.12,0.4003,0.3871,20
0.02,1.1,10,0.26,0.14,0.4003,0.3871,20
0.02,1.1,10,0.28,0.09,0.4003,0.3871,20
0.02,1.1,10,0.28,0.11,0.4003,0.3871,20
0.02,1.1,10,0.28,0.12,0.4003,0.3871,20
0.02,1.1,10,0.28,0.14,0.4003,0.3871,20
0.02,1.1,10,0.3,0.09,0.4003,0.3871,20
0.02,1.1,10,0.3,0.11,0.4003,0.3871,20
0.02,1.1,10,0.3,0.12,0.4003,0.3871,20
0.02,1.1,10,0.3,0.14,0.4003,0.3871,20
0.02,1.1,10,0.32,0.09,0.4003,0.3871,20
0.02,1.1,10,0.32,0.11,0.4003,0.3871,20
0.02,1.1,10,0.32,0.12,0.4003,0.3871,20
0.02,1.1,10,0.32,0.14,0.4003,0.3871,20
0.02,1.15,10,0.26,0.09,0.4003,0.3871,18
0.02,1.15,10,0.26,0.11,0.4003,0.3871,18
0.02,1.15,10,0.26,0.12,0.4003,0.3871,18
0.02,1.15,10,0.26,0.14,0.4003,0.3871,18
0.022,1.0,6,0.35,0.11,0.4,0.4194,38
0.022,1.0,6,0.35,0.12,0.4,0.4194,38
0.025,1.1,10,0.35,0.09,0.3995,0.3871,17
0.025,1.05,6,0.26,0.09,0.3994,0.4086,27
0.025,1.05,6,0.26,0.11,0.3994,0.4086,27
0.025,1.05,6,0.26,0.12,0.3994,0.4086,27
0.025,1.05,6,0.26,0.14,0.3994,0.4086,27
0.025,1.05,6,0.28,0.09,0.3994,0.4086,27
0.025,1.05,6,0.28,0.11,0.3994,0.4086,27
0.025,1.05,6,0.28,0.12,0.3994,0.4086,27
0.025,1.05,6,0.28,0.14,0.3994,0.4086,27
0.025,1.05,6,0.3,0.09,0.3994,0.4086,27
0.025,1.05,6,0.3,0.11,0.3994,0.4086,27
0.025,1.05,6,0.3,0.12,0.3994,0.4086,27
0.025,1.05,6,0.3,0.14,0.3994,0.4086,27
0.025,1.05,6,0.32,0.09,0.3994,0.4086,27
0.025,1.05,6,0.32,0.11,0.3994,0.4086,27
0.025,1.05,6,0.32,0.12,0.3994,0.4086,27
0.025,1.05,6,0.32,0.14,0.3994,0.4086,27
0.02,1.05,6,0.32,0.09,0.3992,0.3978,39
0.02,1.05,6,0.32,0.11,0.3992,0.3978,39
0.02,1.05,6,0.32,0.12,0.3992,0.3978,39
0.02,1.05,6,0.32,0.14,0.3992,0.3978,39
0.02,1.05,6,0.35,0.09,0.3992,0.3978,39
0.02,1.05,6,0.35,0.11,0.3992,0.3978,39
0.02,1.05,6,0.35,0.12,0.3992,0.3978,39
0.02,1.05,6,0.35,0.14,0.3992,0.3978,39
0.025,1.05,6,0.35,0.09,0.3986,0.4086,28
0.02,1.1,8,0.35,0.09,0.3984,0.3871,28
0.02,1.1,8,0.35,0.11,0.3984,0.3871,28
0.02,1.1,8,0.35,0.12,0.3984,0.3871,28
0.02,1.1,8,0.35,0.14,0.3984,0.3871,28
0.02,1.15,8,0.35,0.09,0.3984,0.3871,27
0.02,1.15,8,0.35,0.11,0.3984,0.3871,27
0.02,1.15,8,0.35,0.12,0.3984,0.3871,27
0.02,1.15,8,0.35,0.14,0.3984,0.3871,27
0.022,1.1,12,0.35,0.11,0.3977,0.3763,12
0.022,1.1,12,0.35,0.12,0.3977,0.3763,12
0.022,1.1,12,0.35,0.14,0.3977,0.3763,12
0.022,1.15,12,0.35,0.11,0.3977,0.3763,12
0.022,1.15,12,0.35,0.12,0.3977,0.3763,12
0.022,1.15,12,0.35,0.14,0.3977,0.3763,12
0.022,1.0,6,0.32,0.09,0.3976,0.4194,38
0.022,1.0,6,0.32,0.11,0.3976,0.4194,38
0.022,1.0,6,0.32,0.12,0.3976,0.4194,38
0.02,1.05,6,0.3,0.09,0.3976,0.3978,38
0.02,1.05,6,0.3,0.11,0.3976,0.3978,38
0.02,1.05,6,0.3,0.12,0.3976,0.3978,38
0.02,1.05,6,0.3,0.14,0.3976,0.3978,38
0.022,1.05,10,0.35,0.11,0.3973,0.3871,20
0.022,1.05,10,0.35,0.12,0.3973,0.3871,20
0.022,1.05,10,0.35,0.14,0.3973,0.3871,20
0.018,1.1,8,0.26,0.09,0.3969,0.3978,31
0.018,1.1,8,0.26,0.11,0.3969,0.3978,31
0.018,1.1,8,0.26,0.12,0.3969,0.3978,31
0.018,1.1,8,0.26,0.14,0.3969,0.3978,31
0.018,1.15,8,0.26,0.09,0.3969,0.3978,30
0.018,1.15,8,0.26,0.11,0.3969,0.3978,30
0.018,1.15,8,0.26,0.12,0.3969,0.3978,30
0.018,1.15,8,0.26,0.14,0.3969,0.3978,30
0.02,1.1,8,0.28,0.09,0.3968,0.3871,27
0.02,1.1,8,0.28,0.11,0.3968,0.3871,27
0.02,1.1,8,0.28,0.12,0.3968,0.3871,27
0.02,1.1,8,0.28,0.14,0.3968,0.3871,27
0.02,1.1,8,0.3,0.09,0.3968,0.3871,27
0.02,1.1,8,0.3,0.11,0.3968,0.3871,27
0.02,1.1,8,0.3,0.12,0.3968,0.3871,27
0.02,1.1,8,0.3,0.14,0.3968,0.3871,27
0.02,1.1,8,0.32,0.09,0.3968,0.3871,27
0.02,1.1,8,0.32,0.11,0.3968,0.3871,27
0.02,1.1,8,0.32,0.12,0.3968,0.3871,27
0.02,1.1,8,0.32,0.14,0.3968,0.3871,27
0.02,1.15,8,0.28,0.09,0.3968,0.3871,26
0.02,1.15,8,0.28,0.11,0.3968,0.3871,26
0.02,1.15,8,0.28,0.12,0.3968,0.3871,26
0.02,1.15,8,0.28,0.14,0.3968,0.3871,26
0.02,1.15,8,0.3,0.09,0.3968,0.3871,26
0.02,1.15,8,0.3,0.11,0.3968,0.3871,26
0.02,1.15,8,0.3,0.12,0.3968,0.3871,26
0.02,1.15,8,0.3,0.14,0.3968,0.3871,26
0.02,1.15,8,0.32,0.09,0.3968,0.3871,26
0.02,1.15,8,0.32,0.11,0.3968,0.3871,26
0.02,1.15,8,0.32,0.12,0.3968,0.3871,26
0.02,1.15,8,0.32,0.14,0.3968,0.3871,26
0.022,1.0,6,0.35,0.09,0.3967,0.4194,38
0.018,1.05,8,0.26,0.09,0.3959,0.3978,34
0.018,1.05,8,0.26,0.11,0.3959,0.3978,34
0.018,1.05,8,0.26,0.12,0.3959,0.3978,34
0.018,1.05,8,0.26,0.14,0.3959,0.3978,34
0.022,1.1,12,0.28,0.09,0.3959,0.3763,12
0.022,1.1,12,0.28,0.11,0.3959,0.3763,12
0.022,1.1,12,0.28,0.12,0.3959,0.3763,12
0.022,1.1,12,0.28,0.14,0.3959,0.3763,12
0.022,1.1,12,0.3,0.09,0.3959,0.3763,12
0.022,1.1,12,0.3,0.11,0.3959,0.3763,12
0.022,1.1,12,0.3,0.12,0.3959,0.3763,12
0.022,1.1,12,0.3,0.14,0.3959,0.3763,12
0.022,1.1,12,0.32,0.09,0.3959,0.3763,12
0.022,1.1,12,0.32,0.11,0.3959,0.3763,12
0.022,1.1,12,0.32,0.12,0.3959,0.3763,12
0.022,1.1,12,0.32,0.14,0.3959,0.3763,12
0.022,1.15,12,0.28,0.09,0.3959,0.3763,12
0.022,1.15,12,0.28,0.11,0.3959,0.3763,12
0.022,1.15,12,0.28,0.12,0.3959,0.3763,12
0.022,1.15,12,0.28,0.14,0.3959,0.3763,12
0.022,1.15,12,0.3,0.09,0.3959,0.3763,12
0.022,1.15,12,0.3,0.11,0.3959,0.3763,12
0.022,1.15,12,0.3,0.12,0.3959,0.3763,12
0.022,1.15,12,0.3,0.14,0.3959,0.3763,12
0.022,1.15,12,0.32,0.09,0.3959,0.3763,12
0.022,1.15,12,0.32,0.11,0.3959,0.3763,12
0.022,1.15,12,0.32,0.12,0.3959,0.3763,12
0.022,1.15,12,0.32,0.14,0.3959,0.3763,12
0.02,1.0,8,0.35,0.14,0.3957,0.3978,33
0.015,1.0,6,0.26,0.14,0.3956,0.4194,55
0.02,1.05,8,0.35,0.09,0.3954,0.3871,31
0.02,1.05,8,0.35,0.11,0.3954,0.3871,31
0.02,1.05,8,0.35,0.12,0.3954,0.3871,31
0.02,1.05,8,0.35,0.14,0.3954,0.3871,31
0.022,1.0,6,0.26,0.09,0.3953,0.4194,36
0.022,1.0,6,0.26,0.11,0.3953,0.4194,36
0.022,1.0,6,0.26,0.12,0.3953,0.4194,36
0.022,1.0,6,0.28,0.09,0.3953,0.4194,36
0.022,1.0,6,0.28,0.11,0.3953,0.4194,36
0.022,1.0,6,0.28,0.12,0.3953,0.4194,36
0.022,1.0,6,0.3,0.09,0.3953,0.4194,37
0.022,1.0,6,0.3,0.11,0.3953,0.4194,37
0.022,1.0,6,0.3,0.12,0.3953,0.4194,37
0.022,1.1,12,0.35,0.09,0.3952,0.3763,12
0.022,1.15,12,0.35,0.09,0.3952,0.3763,12
0.022,1.05,10,0.35,0.09,0.395,0.3871,20
0.02,1.0,6,0.28,0.14,0.3949,0.4086,42
0.025,1.0,6,0.35,0.11,0.3946,0.4086,30
0.025,1.0,6,0.35,0.12,0.3946,0.4086,30
0.018,1.0,6,0.32,0.09,0.3939,0.4086,49
0.018,1.0,6,0.32,0.11,0.3939,0.4086,49
0.018,1.0,6,0.32,0.12,0.3939,0.4086,49
0.018,1.0,6,0.35,0.09,0.3939,0.4086,49
0.018,1.0,6,0.35,0.11,0.3939,0.4086,49
0.018,1.0,6,0.35,0.12,0.3939,0.4086,49
0.022,1.05,10,0.26,0.09,0.3936,0.3871,19
0.022,1.05,10,0.26,0.11,0.3936,0.3871,19
0.022,1.05,10,0.26,0.12,0.3936,0.3871,19
0.022,1.05,10,0.26,0.14,0.3936,0.3871,19
0.022,1.05,10,0.28,0.09,0.3936,0.3871,19
0.022,1.05,10,0.28,0.11,0.3936,0.3871,19
0.022,1.05,10,0.28,0.12,0.3936,0.3871,19
0.022,1.05,10,0.28,0.14,0.3936,0.3871,19
0.022,1.05,10,0.3,0.09,0.3936,0.3871,19
0.022,1.05,10,0.3,0.11,0.3936,0.3871,19
0.022,1.05,10,0.3,0.12,0.3936,0.3871,19
0.022,1.05,10,0.3,0.14,0.3936,0.3871,19
0.022,1.05,10,0.32,0.09,0.3936,0.3871,19
0.022,1.05,10,0.32,0.11,0.3936,0.3871,19
0.022,1.05,10,0.32,0.12,0.3936,0.3871,19
0.022,1.05,10,0.32,0.14,0.3936,0.3871,19
0.02,1.05,8,0.28,0.09,0.3935,0.3871,30
0.02,1.05,8,0.28,0.11,0.3935,0.3871,30
0.02,1.05,8,0.28,0.12,0.3935,0.3871,30
0.02,1.05,8,0.28,0.14,0.3935,0.3871,30
0.02,1.05,8,0.3,0.09,0.3935,0.3871,30
0.02,1.05,8,0.3,0.11,0.3935,0.3871,30
0.02,1.05,8,0.3,0.12,0.3935,0.3871,30
0.02,1.05,8,0.3,0.14,0.3935,0.3871,30
0.02,1.05,8,0.32,0.09,0.3935,0.3871,30
0.02,1.05,8,0.32,0.11,0.3935,0.3871,30
0.02,1.05,8,0.32,0.12,0.3935,0.3871,30
0.02,1.05,8,0.32,0.14,0.3935,0.3871,30
0.02,1.0,8,0.28,0.14,0.3934,0.3978,32
0.02,1.0,8,0.3,0.14,0.3934,0.3978,32
0.02,1.0,8,0.32,0.14,0.3934,0.3978,32
0.02,1.15,10,0.35,0.09,0.3925,0.3763,19
0.02,1.15,10,0.35,0.11,0.3925,0.3763,19
0.02,1.15,10,0.35,0.12,0.3925,0.3763,19
0.02,1.15,10,0.35,0.14,0.3925,0.3763,19
0.025,1.0,6,0.26,0.09,0.3922,0.4086,29
0.025,1.0,6,0.26,0.11,0.3922,0.4086,29
0.025,1.0,6,0.26,0.12,0.3922,0.4086,29
0.025,1.0,6,0.28,0.09,0.3922,0.4086,29
0.025,1.0,6,0.28,0.11,0.3922,0.4086,29
0.025,1.0,6,0.28,0.12,0.3922,0.4086,29
0.025,1.0,6,0.3,0.09,0.3922,0.4086,29
0.025,1.0,6,0.3,0.11,0.3922,0.4086,29
0.025,1.0,6,0.3,0.12,0.3922,0.4086,29
0.025,1.0,6,0.32,0.09,0.3922,0.4086,29
0.025,1.0,6,0.32,0.11,0.3922,0.4086,29
0.025,1.0,6,0.32,0.12,0.3922,0.4086,29
0.018,1.1,10,0.26,0.09,0.392,0.3871,26
0.018,1.1,10,0.26,0.11,0.392,0.3871,26
0.018,1.1,10,0.26,0.12,0.392,0.3871,26
0.018,1.1,10,0.26,0.14,0.392,0.3871,26
0.018,1.1,10,0.28,0.09,0.392,0.3871,26
0.018,1.1,10,0.28,0.11,0.392,0.3871,26
0.018,1.1,10,0.28,0.12,0.392,0.3871,26
0.018,1.1,10,0.28,0.14,0.392,0.3871,26
0.018,1.1,10,0.3,0.09,0.392,0.3871,26
0.018,1.1,10,0.3,0.11,0.392,0.3871,26
0.018,1.1,10,0.3,0.12,0.392,0.3871,26
0.018,1.1,10,0.3,0.14,0.392,0.3871,26
0.018,1.1,10,0.32,0.09,0.392,0.3871,26
0.018,1.1,10,0.32,0.11,0.392,0.3871,26
0.018,1.1,10,0.32,0.12,0.392,0.3871,26
0.018,1.1,10,0.32,0.14,0.392,0.3871,26
0.018,1.15,10,0.26,0.09,0.392,0.3871,24
0.018,1.15,10,0.26,0.11,0.392,0.3871,24
0.018,1.15,10,0.26,0.12,0.392,0.3871,24
0.018,1.15,10,0.26,0.14,0.392,0.3871,24
0.02,1.0,6,0.26,0.09,0.3917,0.4086,42
0.02,1.0,6,0.26,0.11,0.3917,0.4086,42
0.02,1.0,6,0.26,0.12,0.3917,0.4086,42
0.022,1.05,12,0.26,0.09,0.3917,0.3763,12
0.022,1.05,12,0.26,0.11,0.3917,0.3763,12
0.022,1.05,12,0.26,0.12,0.3917,0.3763,12
0.022,1.05,12,0.26,0.14,0.3917,0.3763,12
0.025,1.0,6,0.35,0.09,0.3915,0.4086,30
0.018,1.05,10,0.26,0.09,0.391,0.3871,27
0.018,1.05,10,0.26,0.11,0.391,0.3871,27
0.018,1.05,10,0.26,0.12,0.391,0.3871,27
0.018,1.05,10,0.26,0.14,0.391,0.3871,27
0.018,1.05,10,0.28,0.09,0.391,0.3871,27
0.018,1.05,10,0.28,0.11,0.391,0.3871,27
0.018,1.05,10,0.28,0.12,0.391,0.3871,27
0.018,1.05,10,0.28,0.14,0.391,0.3871,27
0.018,1.05,10,0.3,0.09,0.391,0.3871,27
0.018,1.05,10,0.3,0.11,0.391,0.3871,27
0.018,1.05,10,0.3,0.12,0.391,0.3871,27
0.018,1.05,10,0.3,0.14,0.391,0.3871,27
0.018,1.05,10,0.32,0.09,0.391,0.3871,27
0.018,1.05,10,0.32,0.11,0.391,0.3871,27
0.018,1.05,10,0.32,0.12,0.391,0.3871,27
0.018,1.05,10,0.32,0.14,0.391,0.3871,27
0.02,1.15,10,0.28,0.09,0.3909,0.3763,18
0.02,1.15,10,0.28,0.11,0.3909,0.3763,18
0.02,1.15,10,0.28,0.12,0.3909,0.3763,18
0.02,1.15,10,0.28,0.14,0.3909,0.3763,18
0.02,1.15,10,0.3,0.09,0.3909,0.3763,18
0.02,1.15,10,0.3,0.11,0.3909,0.3763,18
0.02,1.15,10,0.3,0.12,0.3909,0.3763,18
0.02,1.15,10,0.3,0.14,0.3909,0.3763,18
0.02,1.15,10,0.32,0.09,0.3909,0.3763,18
0.02,1.15,10,0.32,0.11,0.3909,0.3763,18
0.02,1.15,10,0.32,0.12,0.3909,0.3763,18
0.02,1.15,10,0.32,0.14,0.3909,0.3763,18
0.02,1.0,8,0.26,0.09,0.3902,0.3978,32
0.02,1.0,8,0.26,0.11,0.3902,0.3978,32
0.02,1.0,8,0.26,0.12,0.3902,0.3978,32
0.02,1.05,10,0.35,0.09,0.3902,0.3763,23
0.02,1.05,10,0.35,0.11,0.3902,0.3763,23
0.02,1.05,10,0.35,0.12,0.3902,0.3763,23
0.02,1.05,10,0.35,0.14,0.3902,0.3763,23
0.025,1.05,10,0.26,0.09,0.3897,0.3763,17
0.025,1.05,10,0.26,0.11,0.3897,0.3763,17
0.025,1.05,10,0.26,0.12,0.3897,0.3763,17
0.025,1.05,10,0.26,0.14,0.3897,0.3763,17
0.025,1.05,10,0.35,0.11,0.3894,0.3763,18
0.025,1.05,10,0.35,0.12,0.3894,0.3763,18
0.025,1.05,10,0.35,0.14,0.3894,0.3763,18
0.02,1.0,6,0.32,0.14,0.3893,0.3978,43
0.02,1.0,6,0.35,0.14,0.3893,0.3978,43
0.025,1.1,12,0.26,0.09,0.389,0.3656,11
0.025,1.1,12,0.26,0.11,0.389,0.3656,11
0.025,1.1,12,0.26,0.12,0.389,0.3656,11
0.025,1.1,12,0.26,0.14,0.389,0.3656,11
0.025,1.15,12,0.26,0.09,0.389,0.3656,11
0.025,1.15,12,0.26,0.11,0.389,0.3656,11
0.025,1.15,12,0.26,0.12,0.389,0.3656,11
0.025,1.15,12,0.26,0.14,0.389,0.3656,11
0.02,1.05,10,0.26,0.09,0.3884,0.3763,22
0.02,1.05,10,0.26,0.11,0.3884,0.3763,22
0.02,1.05,10,0.26,0.12,0.3884,0.3763,22
0.02,1.05,10,0.26,0.14,0.3884,0.3763,22
0.02,1.05,10,0.28,0.09,0.3884,0.3763,22
0.02,1.05,10,0.28,0.11,0.3884,0.3763,22
0.02,1.05,10,0.28,0.12,0.3884,0.3763,22
0.02,1.05,10,0.28,0.14,0.3884,0.3763,22
0.02,1.05,10,0.3,0.09,0.3884,0.3763,22
0.02,1.05,10,0.3,0.11,0.3884,0.3763,22
0.02,1.05,10,0.3,0.12,0.3884,0.3763,22
0.02,1.05,10,0.3,0.14,0.3884,0.3763,22
0.02,1.05,10,0.32,0.09,0.3884,0.3763,22
0.02,1.05,10,0.32,0.11,0.3884,0.3763,22
0.02,1.05,10,0.32,0.12,0.3884,0.3763,22
0.02,1.05,10,0.32,0.14,0.3884,0.3763,22
0.018,1.1,8,0.28,0.09,0.3883,0.3871,31
0.018,1.1,8,0.28,0.11,0.3883,0.3871,31
0.018,1.1,8,0.28,0.12,0.3883,0.3871,31
0.018,1.1,8,0.28,0.14,0.3883,0.3871,31
0.018,1.1,8,0.3,0.09,0.3883,0.3871,31
0.018,1.1,8,0.3,0.11,0.3883,0.3871,31
0.018,1.1,8,0.3,0.12,0.3883,0.3871,31
0.018,1.1,8,0.3,0.14,0.3883,0.3871,31
0.018,1.1,8,0.32,0.09,0.3883,0.3871,31
0.018,1.1,8,0.32,0.11,0.3883,0.3871,31
0.018,1.1,8,0.32,0.12,0.3883,0.3871,31
0.018,1.1,8,0.32,0.14,0.3883,0.3871,31
0.018,1.15,8,0.28,0.09,0.3883,0.3871,30
0.018,1.15,8,0.28,0.11,0.3883,0.3871,30
0.018,1.15,8,0.28,0.12,0.3883,0.3871,30
0.018,1.15,8,0.28,0.14,0.3883,0.3871,30
0.018,1.15,8,0.3,0.09,0.3883,0.3871,30
0.018,1.15,8,0.3,0.11,0.3883,0.3871,30
0.018,1.15,8,0.3,0.12,0.3883,0.3871,30
0.018,1.15,8,0.3,0.14,0.3883,0.3871,30
0.018,1.15,8,0.32,0.09,0.3883,0.3871,30
0.018,1.15,8,0.32,0.11,0.3883,0.3871,30
0.018,1.15,8,0.32,0.12,0.3883,0.3871,30
0.018,1.15,8,0.32,0.14,0.3883,0.3871,30
0.025,1.05,10,0.28,0.09,0.3883,0.3763,17
0.025,1.05,10,0.28,0.11,0.3883,0.3763,17
0.025,1.05,10,0.28,0.12,0.3883,0.3763,17
0.025,1.05,10,0.28,0.14,0.3883,0.3763,17
0.025,1.05,10,0.3,0.09,0.3883,0.3763,17
0.025,1.05,10,0.3,0.11,0.3883,0.3763,17
0.025,1.05,10,0.3,0.12,0.3883,0.3763,17
0.025,1.05,10,0.3,0.14,0.3883,0.3763,17
0.025,1.05,10,0.32,0.09,0.3883,0.3763,17
0.025,1.05,10,0.32,0.11,0.3883,0.3763,17
0.025,1.05,10,0.32,0.12,0.3883,0.3763,17
0.025,1.05,10,0.32,0.14,0.3883,0.3763,17
0.015,1.0,6,0.28,0.14,0.3881,0.4086,54
0.018,1.05,8,0.28,0.09,0.3876,0.3871,34
0.018,1.05,8,0.28,0.11,0.3876,0.3871,34
